city,link,price,title,location,builtArea,usableArea,bedrooms,bathrooms,floor,age,condition,garage,orientation,energyCertificate,communityExpenses,airConditioning,elevator,houseHeating,houseHeatingType,terrace,swimmingPool,swimmingPoolType,houseType,photo,latitude,longitude,geometry
1,https://www.pisos.com/alquilar/estudio-puente_de_vallecas_portazgo28018-32508648602_100500/,800.0,Estudio en alquiler en Calle del Río Iguazú,Portazgo (Distrito Puente de Vallecas. Madrid Capital),60.0,53.0,,1.0,0.0,,,,Oeste,,,,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/1005/940/1005_183188399940_1_2023031319031063454.jpg,40.349367,-3.697248,POINT (-3.697248 40.349367)
1,https://www.pisos.com/alquilar/estudio-legazpi_barrio28045-32510667603_100500/,1100.0,Estudio en alquiler en Calle del Sodio,Legazpi (Distrito Arganzuela. Madrid Capital),98.0,85.0,,1.0,6.0,,,,,,,,1,1,Eléctrica,1,1,Comunitaria,,https://fotos.imghs.net/l/1005/940/1005_182797789940_1_2023031413031449412.jpg,40.462564,-3.653116,POINT (-3.653116 40.462564)
0,https://www.pisos.com/alquilar/estudio-sant_cugat_del_valles_centre-32587495283_525030/,890.0,"Estudio en alquiler en Calle Pedraforca - Estudio 4, nº 3",Centre (Sant Cugat del Vallès),85.0,68.0,1.0,1.0,0.0,Más de 50 años,Reformado,,Este,,,,0,0,,0,0,,,https://fotos.imghs.net/l/525030/32587495283.525030/525030_32587495283_5_20230307162341504.jpg,41.388671,1.5692,POINT (1.5692 41.388671)
0,https://www.pisos.com/alquilar/estudio-la_floresta_les_planes-32592579647_525030/,800.0,"Estudio en alquiler en Calle Pedraforca - Estudio 5, nº 3",La Floresta-Les Planes (Sant Cugat del Vallès),48.0,41.0,1.0,1.0,0.0,Más de 50 años,A estrenar,,Este,,,,0,0,,0,0,,,https://fotos.imghs.net/l/525030/32592579647.525030/525030_32592579647_3_20230314095637012.jpg,41.388671,1.5692,POINT (1.5692 41.388671)
1,https://www.pisos.com/alquilar/estudio-retiro_pacifico28007-30852702137_107500/,740.0,Estudio en alquiler en Calle Pje José Sánchez Pescador,Pacífico (Distrito Retiro. Madrid Capital),49.0,,,1.0,,,En buen estado,,,,,,0,1,,0,0,,,https://fotos.imghs.net/l/1075/100/1075_SOL6-CH-60041-0001_A_1_2021090912013531250.jpg,40.453613,-3.703095,POINT (-3.703095 40.453613)
1,https://www.pisos.com/alquilar/estudio-chamartin_prosperidad28002-32511496226_100500/,670.0,Estudio en alquiler en Calle Toledo,Prosperidad (Distrito Chamartín. Madrid Capital),23.0,20.0,,1.0,4.0,,,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1005/940/1005_182716139940_1_2023030711031490903.jpg,40.412385,-3.707934,POINT (-3.707934 40.412385)
1,https://www.pisos.com/alquilar/estudio-chamberi_arapiles28015-31732177700_101000/,850.0,"Estudio en alquiler en Calle Vallehermoso, cerca de Calle de Alberto Aguilera",Arapiles (Distrito Chamberí. Madrid Capital),35.0,30.0,,1.0,,,En buen estado,,Suroeste,,,Frío y calor,0,0,,0,0,,,https://fotos.imghs.net/l/1010/977/1010_1506977_1_2023022412400231250.jpg,40.437067,-3.708563,POINT (-3.708563 40.437067)
1,https://www.pisos.com/alquilar/estudio-guindalera28028-945856909989909_109800/,1050.0,"Estudio en alquiler en Camino a Coslada, 16",Guindalera (Distrito Salamanca. Madrid Capital),,45.0,,1.0,-0.5,Entre 20 y 30 años,Reformado,,,,,,0,0,,1,0,,,https://fotos.imghs.net/l/1098/909/fd3d48c7-8c7e-4106-aa6e-20746006b4cc_20221222202621160.jpg,40.440328,-3.577268,POINT (-3.577268 40.440328)
2,https://www.pisos.com/alquilar/estudio-campanillas_distrito29590-30874443840_108500/,490.0,Estudio en alquiler en Campanillas,Campanillas (Málaga Capital),,,,1.0,,,,,,,,,0,1,Otro,0,0,,,https://fotos.imghs.net/l/1085/539/1085_AG67-972539_1_2023011811205031250.jpg,36.735233,-4.551623,POINT (-4.551623 36.735233)
0,https://www.pisos.com/alquilar/estudio-can_boada_torrent_en_pere_parres08225-32548847574_106000/,725.0,"Estudio en alquiler en Carrer d'Amadeu de Savoia, cerca de Carrer del Marquès de Comillas",Can Boada-Torrent d'en Pere Parres (Terrassa),49.0,46.0,2.0,1.0,1.0,,En buen estado,,,,,No,1,1,No,0,0,,,https://fotos.imghs.net/l/1060/800/1060_NI211-112800_1_2023032106395931250.jpg,,,POINT EMPTY
0,https://www.pisos.com/alquilar/estudio-el_putxet_el_farro08023-14248662631_518209/,825.0,Estudio en alquiler en Carrer d'Elisa,El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital),30.0,30.0,1.0,1.0,0.0,Más de 50 años,En buen estado,,,,,,1,1,Gas natural,0,0,,,https://fotos.imghs.net/l/518209/14248662631.518209/518209_14248662631_18_20220916105915469.jpg,41.387306,2.014616,POINT (2.014616 41.387306)
0,https://www.pisos.com/alquilar/estudio-el_carmel08032-945856909996921_109800/,490.0,"Estudio en alquiler en Carrer de la Conca de Tremp, nº Carr",El Carmel (Distrito Horta-Guinardó. Barcelona Capital),85.0,76.0,1.0,1.0,-1.0,Entre 30 y 50 años,En buen estado,,,,Entre 20 y 40 €,,0,0,,0,0,,,https://fotos.imghs.net/l/1098/569/1098_0_foto_20220910204656260_945856909933569.jpg,41.646057,2.757624,POINT (2.757624 41.646057)
0,https://www.pisos.com/alquilar/estudio-el_raval08001-20060003877_515865/,1400.0,Estudio en alquiler en Carrer de la Junta de Comerç,El Raval (Distrito Ciutat Vella. Barcelona Capital),60.0,50.0,,1.0,0.0,,Reformado,,,,,Frío y calor,0,0,,1,0,,,https://fotos.imghs.net/l/515865/20060003877.515865/515865_20060003877_9_20211217152306757.jpg,41.375943,2.178962,POINT (2.178962 41.375943)
0,https://www.pisos.com/alquilar/estudio-el_poble_sec08004-10090096724_518209/,1175.0,Estudio en alquiler en Carrer de Lleida,El Poble-sec (Distrito Sants-Montjuïc. Barcelona Capital),46.0,46.0,1.0,1.0,1.0,Más de 50 años,Reformado,,,,,Frío y calor,0,0,,0,0,,,https://fotos.imghs.net/l/518209/10090096724.518209/518209_10090096724_1_20201202184047429.jpg,41.535664,2.051233,POINT (2.051233 41.535664)
0,https://www.pisos.com/alquilar/estudio-les_tres_torres08021-30070476599_516049/,1700.0,"Estudio en alquiler en Carrer de Marià Cubí, cerca de Carrer de l' Avenir",Les Tres Torres (Distrito Sarrià-Sant Gervasi. Barcelona Capital),55.0,54.0,1.0,1.0,0.0,Menos de 5 años,A estrenar,,,,,Frío y calor,1,1,Central,1,0,,,https://fotos.imghs.net/l/516049/30070476599.516049/516049_30070476599_7_20221204210032647.jpg,41.383997,2.16595,POINT (2.16595 41.383997)
0,https://www.pisos.com/alquilar/estudio-el_carmel08032-32581835412_518209/,675.0,"Estudio en alquiler en Carrer de Sigüenza, cerca de Carrer de Ramon Rocafull",El Carmel (Distrito Horta-Guinardó. Barcelona Capital),35.0,35.0,1.0,2.0,-1.0,Más de 50 años,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/518209/32581835412.518209/518209_32581835412_1_20230302152915408.jpg,41.535664,2.051233,POINT (2.051233 41.535664)
0,https://www.pisos.com/alquilar/estudio-el_carmel08032-8334034787_515865/,699.0,"Estudio en alquiler en Carrer de Sigüenza, cerca de Carrer de Ramon Rocafull",El Carmel (Distrito Horta-Guinardó. Barcelona Capital),32.0,30.0,,1.0,0.0,,Reformado,,Sur,,,Frío y calor,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/515865/8334034787.515865/515865_8334034787_10_20220822182924399.jpg,41.535664,2.051233,POINT (2.051233 41.535664)
0,https://www.pisos.com/alquilar/estudio-el_carmel08032-33362721436_515865/,800.0,"Estudio en alquiler en Carrer de Sigüenza, cerca de Carrer de Ramon Rocafull",El Carmel (Distrito Horta-Guinardó. Barcelona Capital),40.0,40.0,2.0,1.0,0.0,,Reformado,,Sur,,,Frío y calor,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/515865/33362721436.515865/515865_33362721436_1_20230406134331599.jpg,41.535664,2.051233,POINT (2.051233 41.535664)
0,https://www.pisos.com/alquilar/estudio-el_camp_de_arpa_del_clot08026-32529656338_107700/,1150.0,"Estudio en alquiler en Carrer de València, cerca de Avinguda Meridiana",El Camp de l'Arpa del Clot (Distrito Sant Martí. Barcelona Capital),133.0,130.0,3.0,1.0,,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1077/992/1077_0016-00992_1_2023032111213531250.jpg,41.535664,2.051233,POINT (2.051233 41.535664)
0,https://www.pisos.com/alquilar/estudio-artes_centro_urbano-31737265316_997434/,370.0,Estudio en alquiler en Carrer del Mig,Artés,60.0,55.0,2.0,1.0,0.0,Entre 30 y 50 años,Reformado,,Sureste,,,,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/997434/31737265316.997434/997434_31737265316_1_20230224093638066.jpg,41.724036,2.447455,POINT (2.447455 41.724036)
2,https://www.pisos.com/alquilar/estudio-puerta_blanca_almudena_mainake-32549528759_103800/,590.0,Estudio en alquiler en Carretera de Cadiz,Puerta Blanca-Almudena-Mainake (Distrito Carretera de Cádiz. Málaga Capital),32.0,28.0,,1.0,,Entre 10 y 20 años,En buen estado,Con 1 garaje/s,,,,Aire acondicionado frío/calor,1,1,Calefacción centralizado,0,1,Con piscina,,https://fotos.imghs.net/l/1038/169/1038_0567-169_1_2022012017344331250.jpg,36.691863,-4.451868,POINT (-4.451868 36.691863)
1,https://www.pisos.com/alquilar/estudio-ensanche_de_vallecas_valdecarros28031-32503599288_521707/,700.0,Estudio en alquiler en Carretera de Villaverde a Vallecas,Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital),54.0,49.0,,1.0,3.0,Entre 5 y 10 años,En buen estado,1,Sur,,,Frío y calor,1,1,Eléctrica,1,0,,,https://fotos.imghs.net/l/521707/32503599288.521707/521707_32503599288_1_20230323203522580.jpg,40.357453,-3.685454,POINT (-3.685454 40.357453)
1,https://www.pisos.com/alquilar/estudio-castillo_campodon-20836757470_998451/,550.0,Estudio en alquiler en Castillo-Campodón,Castillo-Campodón (Villaviciosa de Odón),30.0,25.0,,1.0,0.0,,Reformado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/998451/20836757470.998451/998451_20836757470_1_20220114192835141.jpg,40.430011,-3.623396,POINT (-3.623396 40.430011)
1,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-32535759820_105700/,800.0,Estudio en alquiler en Centro,Universidad-Malasaña (Distrito Centro. Madrid Capital),30.0,,,1.0,5.0,Más de 50 años,En buen estado,,Este,,,,1,1,Central,0,0,,,https://fotos.imghs.net/l/1057/008/1057_15008_1_2023030717021631250.jpg,40.453075,-3.868886,POINT (-3.868886 40.453075)
2,https://www.pisos.com/alquilar/estudio-torremolinos_centro-32588691077_106000/,650.0,Estudio en alquiler en Centro,Centro (Torremolinos),50.0,45.0,,1.0,11.0,,Reformado,,,,,A/a f/c,1,0,,0,0,,,https://fotos.imghs.net/l/1060/397/1060_NI263-2397_1_2023031406302731250.jpg,36.717306,-4.423483,POINT (-4.423483 36.717306)
1,https://www.pisos.com/alquilar/estudio-concepcion-26671697574_518978/,730.0,Estudio en alquiler en Concepción,Concepción (Distrito Ciudad Lineal. Madrid Capital),30.0,30.0,1.0,1.0,0.0,,A estrenar,,,,,Frío y calor,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/518978/26671697574.518978/518978_26671697574_13_20220802152855630.jpg,40.438773,-3.643033,POINT (-3.643033 40.438773)
1,https://www.pisos.com/alquilar/estudio-cortes_huertas28012-18397291161_100500/,900.0,Estudio en alquiler en Cortes,Cortes-Huertas (Distrito Centro. Madrid Capital),,,,,,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/151/1005_132526142151_1_2023032312031644645.jpg,40.41284,-3.697598,POINT (-3.697598 40.41284)
1,https://www.pisos.com/alquilar/estudio-tetuan_cuatro_caminos28020-32517746325_108500/,650.0,Estudio en alquiler en Cuatro Caminos,Cuatro Caminos (Distrito Tetuán. Madrid Capital),30.0,,,1.0,,,,,,,,,0,1,Electrica,0,0,,,https://fotos.imghs.net/l/1085/367/1085_AG450-995367_1_2023031411200131250.jpg,40.451992,-3.697662,POINT (-3.697662 40.451992)
1,https://www.pisos.com/alquilar/estudio-salamanca_castellana28006-19189209570_108900/,1250.0,Estudio en alquiler en Distrito Salamanca,Castellana (Distrito Salamanca. Madrid Capital),35.0,,,1.0,,,,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1089/290/1089_XA633-3029A_1_2021110620160531250.jpg,40.339139,-3.709444,POINT (-3.709444 40.339139)
1,https://www.pisos.com/alquilar/estudio-recoletos28009-30913308093_108900/,2300.0,Estudio en alquiler en Distrito Salamanca,Recoletos (Distrito Salamanca. Madrid Capital),46.0,,,1.0,,,En buen estado,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1089/100/1089_XA633-4310A_3_2023011205231031250.jpg,40.339139,-3.709444,POINT (-3.709444 40.339139)
1,https://www.pisos.com/alquilar/estudio-villaviciosa_de_odon_el_bosque-32514528429_997897/,800.0,Estudio en alquiler en El Bosque,El Bosque (Villaviciosa de Odón),30.0,30.0,1.0,1.0,0.0,,En buen estado,1,,,,,0,1,Central,0,0,,,https://fotos.imghs.net/l/997897/32514528429.997897/997897_32514528429_9_20230316120327368.jpg,40.24828,-3.829398,POINT (-3.829398 40.24828)
1,https://www.pisos.com/alquilar/estudio-villaviciosa_de_odon_el_bosque-27526366392_997897/,1117.0,Estudio en alquiler en El Bosque,El Bosque (Villaviciosa de Odón),30.0,30.0,1.0,1.0,1.0,,A estrenar,,,,,Frío y calor,0,1,Central,1,1,Propia,,https://fotos.imghs.net/l/997897/27526366392.997897/997897_27526366392_1_20220913103149412.jpg,40.24828,-3.829398,POINT (-3.829398 40.24828)
0,https://www.pisos.com/alquilar/estudio-el_barri_gotic08002-31673966319_100500/,1089.0,Estudio en alquiler en El Gòtic,El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital),88.0,87.0,3.0,1.0,1.0,,,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1005/327/1005_179747744327_1_2023020115020900717.jpg,41.384467,2.174903,POINT (2.174903 41.384467)
2,https://www.pisos.com/alquilar/estudio-el_higueral_la_merced29601-29249416744_100500/,1700.0,Estudio en alquiler en El Higueral-La Merced,El Higueral-La Merced (Distrito Centro. Marbella),120.0,,,1.0,,,En buen estado,,Oeste,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/505/1005_95893505_1_2022110712115884258.jpg,36.731523,-4.468948,POINT (-4.468948 36.731523)
0,https://www.pisos.com/alquilar/estudio-la_dreta_de_eixample08007-31691106858_515865/,1080.0,"Estudio en alquiler en Gran VIA de les Corts Catalanes, cerca de Ronda de la Universitat",La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital),52.0,52.0,,1.0,1.0,,Reformado,,,,,Frío y calor,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/515865/31691106858.515865/515865_31691106858_3_20230206164422948.jpg,41.384067,2.129872,POINT (2.129872 41.384067)
0,https://www.pisos.com/alquilar/estudio-sant_genis_dels_agudells08035-32583999271_108900/,700.0,Estudio en alquiler en Horta - Guinardo,Sant Genís dels Agudells (Distrito Horta-Guinardó. Barcelona Capital),38.0,,,1.0,,,En buen estado,,,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1089/924/1089_XA24-65924_1_2023030316162331250.jpg,41.434218,2.157813,POINT (2.157813 41.434218)
2,https://www.pisos.com/alquilar/estudio-los_boliches-30835141208_100500/,650.0,Estudio en alquiler en Los Boliches,Los Boliches (Fuengirola),33.0,,,1.0,0.0,,,,Suroeste,,,,1,0,,0,1,Comunitaria,,https://fotos.imghs.net/l/1005/735/1005_133358432735_1_2023012513011838199.jpg,36.55405,-4.61494,POINT (-4.61494 36.55405)
1,https://www.pisos.com/alquilar/estudio-lucero28011-32519201842_516598/,490.0,Estudio en alquiler en Lucero,Lucero (Distrito Latina. Madrid Capital),20.0,18.0,,1.0,0.0,,En buen estado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/516598/32519201842.516598/516598_32519201842_1_20230316132625190.jpg,40.404244,-3.750717,POINT (-3.750717 40.404244)
2,https://www.pisos.com/alquilar/estudio-costabella_el_rosario_ricmar-30056882104_108800/,690.0,Estudio en alquiler en Marbella,Costabella-El Rosario-Ricmar (Distrito Las Chapas. Marbella),52.0,42.0,,1.0,2.0,,,,,,,,1,0,,1,1,,,https://fotos.imghs.net/l/1088/004/1088_BK2-7047935-AL_1_2022121506043031250.jpg,36.498093,-4.957119,POINT (-4.957119 36.498093)
1,https://www.pisos.com/alquilar/estudio-casa_de_campo28008-30893075388_101800/,1150.0,Estudio en alquiler en Moncloa - Aravaca - Casa de Campo,Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital),63.0,,,1.0,,,En buen estado,,,,,Frío,1,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/1018/620/1018_32954620_0_2023011313015659208.jpg,40.403529,-3.760889,POINT (-3.760889 40.403529)
0,https://www.pisos.com/alquilar/estudio-verdun-32579590088_108900/,890.0,Estudio en alquiler en Nou Barris,Verdun (Distrito Nou Barris. Barcelona Capital),50.0,,2.0,1.0,1.0,,En buen estado,,,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1089/397/1089_XA24-66397_1_2023032420121531250.jpg,41.446233,2.180541,POINT (2.180541 41.446233)
1,https://www.pisos.com/alquilar/estudio-centro_palacio28013-32565552738_108500/,1050.0,Estudio en alquiler en Palacio,Palacio (Distrito Centro. Madrid Capital),56.0,,,1.0,,,,,Sur,,,,1,1,Electrica,0,0,,,https://fotos.imghs.net/l/1085/587/1085_AG21-1003587_1_2023033111203231250.jpg,40.416344,-3.710968,POINT (-3.710968 40.416344)
2,https://www.pisos.com/alquilar/estudio-parque_de_la_paloma29630-30890988513_106700/,475.0,Estudio en alquiler en Parque de la Paloma,Parque de la Paloma (Distrito Benalmádena Costa. Benalmádena),,,,,,,En buen estado,,,,,,1,0,,0,0,,,https://fotos.imghs.net/l/1067/506/1067_IFC76054-0520102506_1_2023011910193131250.jpg,36.59356,-4.529561,POINT (-4.529561 36.59356)
1,https://www.pisos.com/alquilar/estudio-moncloa_aravaca_aravaca28040-31723494145_991150/,799.0,Estudio en alquiler en Paseo de Juan XXIII,Aravaca (Distrito Moncloa-Aravaca. Madrid Capital),45.0,40.0,,1.0,5.0,,En buen estado,,,,,Frío y calor,1,0,,0,1,Comunitaria,,https://fotos.imghs.net/l/991150/31723494145.991150/991150_31723494145_3_20230210191423349.jpg,40.449214,-3.717244,POINT (-3.717244 40.449214)
1,https://www.pisos.com/alquilar/estudio-jeronimos28014-32598221243_996542/,1700.0,Estudio en alquiler en Paseo del Prado,Jerónimos (Distrito Retiro. Madrid Capital),120.0,110.0,1.0,1.0,3.0,,En buen estado,,Este,,,Frío,1,1,Central,0,0,,,https://fotos.imghs.net/l/996542/32598221243.996542/996542_32598221243_1_20230310150852710.jpg,40.412045,-3.693402,POINT (-3.693402 40.412045)
2,https://www.pisos.com/alquilar/estudio-puerto_deportivo-13356939732_106700/,575.0,"Estudio en alquiler en Paseo Marítimo Rey de España, 32, cerca de Calle Moncayo",Puerto Deportivo (Fuengirola),,,,1.0,,Entre 20 y 30 años,En buen estado,,,,,,1,1,,1,0,,,https://fotos.imghs.net/l/1067/021/1067_IFC76054-0518081021_1_2021041010183831250.jpg,36.539374,-4.620707,POINT (-4.620707 36.539374)
0,https://www.pisos.com/alquilar/estudio-pedralbes08034-32543150138_100500/,890.0,Estudio en alquiler en Pedralbes,Pedralbes (Distrito Les Corts. Barcelona Capital),43.0,39.0,1.0,1.0,6.0,,,,Noroeste,,,,1,0,,1,0,,,https://fotos.imghs.net/l/1005/467/1005_183693131467_1_2023032113031782294.jpg,41.390026,2.109935,POINT (2.109935 41.390026)
1,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-9266648447_518978/,730.0,Estudio en alquiler en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),35.0,35.0,,1.0,0.0,,Reformado,,,,,Frío y calor,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/518978/9266648447.518978/518978_9266648447_14_20201105102011266.jpg,40.427624,-3.636777,POINT (-3.636777 40.427624)
1,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-22523150819_518978/,745.0,Estudio en alquiler en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),30.0,30.0,,1.0,0.0,,Reformado,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/518978/22523150819.518978/518978_22523150819_2_20220301215211954.jpg,40.427624,-3.636777,POINT (-3.636777 40.427624)
1,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-25094640775_518978/,680.0,Estudio en alquiler en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28.0,28.0,,1.0,4.0,,Reformado,,,,,Frío y calor,1,1,Central,0,0,,,https://fotos.imghs.net/l/518978/25094640775.518978/518978_25094640775_4_20220606151214389.jpg,40.427624,-3.636777,POINT (-3.636777 40.427624)
1,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-3389877151_518978/,660.0,Estudio en alquiler en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28.0,28.0,,1.0,2.0,,En buen estado,,,,,Frío y calor,1,1,Central,0,0,,,https://fotos.imghs.net/l/518978/3389877151.518978/518978_3389877151_7_20200417113905367.jpg,40.427624,-3.636777,POINT (-3.636777 40.427624)
1,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-15083544206_518978/,660.0,Estudio en alquiler en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28.0,28.0,,1.0,1.0,,Reformado,,,,,Frío y calor,0,1,Eléctrica,0,0,,,https://fotos.imghs.net/l/518978/15083544206.518978/518978_15083544206_4_20210607164822472.jpg,40.427624,-3.636777,POINT (-3.636777 40.427624)
1,https://www.pisos.com/alquilar/estudio-ciudad_lineal_pueblo_nuevo28017-16717232026_518978/,660.0,Estudio en alquiler en Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),28.0,28.0,,1.0,1.0,,Reformado,,,,,Frío y calor,1,1,Central,0,0,,,https://fotos.imghs.net/l/518978/16717232026.518978/518978_16717232026_6_20210825204202126.jpg,40.427624,-3.636777,POINT (-3.636777 40.427624)
1,https://www.pisos.com/alquilar/estudio-sanchinarro28050-32590045865_100500/,945.0,Estudio en alquiler en Sanchinarro,Sanchinarro (Distrito Hortaleza. Madrid Capital),44.0,33.0,,1.0,,,En buen estado,,,,,,1,0,,0,1,,,https://fotos.imghs.net/l/1005/039/1005_100702039_1_2023030622030474438.jpg,40.429913,-3.669245,POINT (-3.669245 40.429913)
0,https://www.pisos.com/alquilar/estudio-antic_poble_de_sant_pere08222-32547984925_106000/,450.0,Estudio en alquiler en Sant Pere,Antic Poble de Sant Pere (Terrassa),,,1.0,1.0,,,En buen estado,,,,,No,0,1,No,1,0,,,https://fotos.imghs.net/l/1060/003/1060_NI106-2003_1_2023031806375931250.jpg,41.384835,2.182877,POINT (2.182877 41.384835)
1,https://www.pisos.com/alquilar/estudio-valdeacederas28039-32585094538_108900/,650.0,Estudio en alquiler en Tetuan,Valdeacederas (Distrito Tetuán. Madrid Capital),30.0,,1.0,1.0,1.0,,En buen estado,,,,,,0,1,,0,0,,,https://fotos.imghs.net/l/1089/457/1089_XA24-66457_1_2023032816134831250.jpg,40.462011,-3.700504,POINT (-3.700504 40.462011)
2,https://www.pisos.com/alquilar/estudio-torrequebrada29630-32534014511_997012/,800.0,Estudio en alquiler en Torrequebrada,Torrequebrada (Distrito Benalmádena Costa. Benalmádena),50.0,45.0,,1.0,11.0,,Reformado,1,,,,Frío y calor,1,0,,1,1,Comunitaria,,https://fotos.imghs.net/l/997012/32534014511.997012/997012_32534014511_2_20230302110002346.jpg,36.581841,-4.538817,POINT (-4.538817 36.581841)
1,https://www.pisos.com/alquilar/estudio-universidad_malasana28004-30870287211_108500/,1000.0,Estudio en alquiler en Universidad-Malasaña,Universidad-Malasaña (Distrito Centro. Madrid Capital),40.0,,,1.0,,,,,,,,,1,1,Otro,1,0,,,https://fotos.imghs.net/l/1085/367/1085_AG450-973367_1_2023012011224231250.jpg,40.308995,-3.863576,POINT (-3.863576 40.308995)
1,https://www.pisos.com/alquilar/estudio-villaviciosa_de_odon_el_bosque28670-31722045080_106000/,1200.0,Estudio en alquiler en Urbanización - El Bosque,El Bosque (Villaviciosa de Odón),30.0,,1.0,,,,En buen estado,,,,,A/a f/c,0,1,Gas-oil,1,0,,,https://fotos.imghs.net/l/1060/235/1060_NI424-1235_1_2023021006331431250.jpg,40.721313,-3.954019,POINT (-3.954019 40.721313)
1,https://www.pisos.com/alquilar/estudio-tetuan_almenara28029-30849166267_100500/,1000.0,Estudio en alquiler en Ventilla,Almenara (Distrito Tetuán. Madrid Capital),,50.0,,1.0,0.0,,,,,,,,0,0,,0,0,,,https://fotos.imghs.net/l/1005/375/1005_178831789375_1_2023012013012146563.jpg,40.469821,-3.696293,POINT (-3.696293 40.469821)
0,https://www.pisos.com/alquilar/finca_rustica-santa_maria_de_merles_centro_urbano-28392163761_513880/,900.0,Finca rústica en alquiler en Camino Sant Pau de  Pinos,Santa Maria de Merlès,110.0,100.0,4.0,2.0,,,Reformado,,,,,,0,1,Gas natural,0,0,,,https://fotos.imghs.net/l/513880/28392163761.513880/513880_28392163761_33_20221014171410220.jpg,41.970641,1.955878,POINT (1.955878 41.970641)
0,https://www.pisos.com/alquilar/finca_rustica-castelltallat-32503048238_501283/,1200.0,Finca rústica en alquiler en Castelltallat,Castelltallat (Sant Mateu de Bages),198.0,150.0,3.0,2.0,,,Reformado,,Sur,,,,0,1,Gasoil,1,0,,,https://fotos.imghs.net/l/501283/32503048238.501283/501283_32503048238_1_20230307111050504.jpg,41.793921,1.632536,POINT (1.632536 41.793921)
2,https://www.pisos.com/alquilar/finca_rustica-coin_centro_urbano-31717683226_105600/,2200.0,Finca rústica en alquiler en Coín,Coín,200.0,,5.0,4.0,,,,,,,,,0,0,,0,1,,,https://fotos.imghs.net/l/1056/704/1056_BM169-R3826894-Rental_1_2023020917280731250.jpg,36.660102,-4.757655,POINT (-4.757655 36.660102)
2,https://www.pisos.com/alquilar/finca_rustica-competa_centro_urbano-30881673023_106000/,800.0,Finca rústica en alquiler en Cómpeta,Cómpeta,80.0,,2.0,1.0,,,En buen estado,,,,,A/a f/c,0,1,Estufa de leña,1,0,,,https://fotos.imghs.net/l/1060/513/1060_NI46-27513_1_2023012506314531250.jpg,36.834173,-3.974349,POINT (-3.974349 36.834173)
0,https://www.pisos.com/alquilar/finca_rustica-santa_maria_de_merles_centro_urbano-31677469038_513880/,850.0,Finca rústica en alquiler en Cuesta Mestre,Santa Maria de Merlès,140.0,140.0,3.0,2.0,,,En buen estado,,Este,,,,0,1,Gasoil,0,0,,,https://fotos.imghs.net/l/513880/31677469038.513880/513880_31677469038_15_20230206162522065.jpg,41.571789,2.010649,POINT (2.010649 41.571789)
